CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/18/2016,18:55,BROOKLYN,11207,40.677208,-73.89723,"(40.677208, -73.89723)",PENNSYLVANIA AVENUE             ,FULTON STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Turning Improperly,,,,3450504,Motorcycle,4 dr sedan,,,
05/18/2016,17:30,,,,,,MAJ DEEGAN EXPRESSWAY RAMP      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3444391,4 dr sedan,4 dr sedan,4 dr sedan,,
05/18/2016,19:20,QUEENS,11412,40.696003,-73.76272,"(40.696003, -73.76272)",,,190-20    DORMANS ROAD                  ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3444587,4 dr sedan,4 dr sedan,,,
05/18/2016,23:30,BRONX,10451,40.822323,-73.910706,"(40.822323, -73.910706)",3 AVENUE                        ,BROOK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3448827,4 dr sedan,,,,
05/18/2016,5:20,,,40.696163,-73.86413,"(40.696163, -73.86413)",FOREST PARK DRIVE EAST          ,PARK LANE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3444103,4 dr sedan,,,,
05/18/2016,16:40,,,40.675632,-73.89878,"(40.675632, -73.89878)",,,ATLANTIC AVENUE                         ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3445041,Sedan,Van,,,
05/18/2016,10:10,BRONX,10456,40.828194,-73.90386,"(40.828194, -73.90386)",EAST 167 STREET                 ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444352,Van,Dump,,,
05/18/2016,14:00,,,40.815205,-73.947495,"(40.815205, -73.947495)",,,WEST 133 STREET                         ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3444338,Bus,4 dr sedan,,,
05/18/2016,18:25,MANHATTAN,10128,40.780064,-73.94705,"(40.780064, -73.94705)",EAST 91 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3448311,4 dr sedan,4 dr sedan,,,
05/18/2016,21:30,QUEENS,11417,40.68043,-73.842926,"(40.68043, -73.842926)",,,96-02     ROCKAWAY BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444530,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,12:35,BROOKLYN,11217,40.686085,-73.982666,"(40.686085, -73.982666)",ATLANTIC AVENUE                 ,NEVINS STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3450971,Tanker,4 dr sedan,,,
05/18/2016,10:40,,,40.800488,-73.917915,"(40.800488, -73.917915)",Robert F Kennedy Bridge Approach,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444674,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,19:15,,,40.674973,-74.00044,"(40.674973, -74.00044)",Brooklyn Queens Expy            ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3447342,Station Wagon/Sport Utility Vehicle,Dump,,,
05/18/2016,13:21,,,,,,ZEREGA AVENUE                   ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449027,Sedan,Box Truck,,,
05/18/2016,13:00,BROOKLYN,11222,40.7216,-73.940994,"(40.7216, -73.940994)",LOMBARDY STREET                 ,KINGSLAND AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3451153,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,18:55,QUEENS,11354,40.764816,-73.814964,"(40.764816, -73.814964)",150 STREET                      ,38 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3444552,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,14:42,BRONX,10459,40.81632,-73.89622,"(40.81632, -73.89622)",SOUTHERN BOULEVARD              ,LONGWOOD AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3448936,4 dr sedan,4 dr sedan,,,
05/18/2016,15:00,MANHATTAN,10016,40.747627,-73.976746,"(40.747627, -73.976746)",EAST 37 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3454324,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,0:05,,,40.74291,-73.83934,"(40.74291, -73.83934)",Long Island Expy                ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3444564,Pick-up Truck,4 dr sedan,,,
05/18/2016,6:15,STATEN ISLAND,10305,40.58524,-74.093414,"(40.58524, -74.093414)",BUEL AVENUE                     ,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3444609,Station Wagon/Sport Utility Vehicle,PK,4 dr sedan,,
05/18/2016,11:00,BROOKLYN,11225,40.663124,-73.96244,"(40.663124, -73.96244)",FLATBUSH AVENUE                 ,EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3450743,4 dr sedan,,,,
05/18/2016,18:08,BROOKLYN,11209,40.617405,-74.03055,"(40.617405, -74.03055)",,,9243      4 AVENUE                      ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3444427,Station Wagon/Sport Utility Vehicle,UNKNO,,,
05/18/2016,5:45,QUEENS,11358,40.756397,-73.8044,"(40.756397, -73.8044)",,,162-13    45 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3444188,4 dr sedan,4 dr sedan,,,
05/18/2016,21:42,,,,,,I 278 W/B ENTRANCE RAMP RFK BRID,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3445588,2 dr sedan,4 dr sedan,,,
05/18/2016,21:20,QUEENS,11370,40.75911,-73.88319,"(40.75911, -73.88319)",,,31-12     85 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444600,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,0:01,BROOKLYN,11205,40.6931,-73.95489,"(40.6931, -73.95489)",WILLOUGHBY AVENUE               ,SPENCER STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3450803,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,18:00,MANHATTAN,10002,40.709198,-73.99609,"(40.709198, -73.99609)",SOUTH STREET                    ,CATHERINE SLIP,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3447558,Sedan,4 dr sedan,,,
05/18/2016,16:01,BROOKLYN,11203,40.649452,-73.94077,"(40.649452, -73.94077)",EAST 39 STREET                  ,SNYDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3450020,4 dr sedan,4 dr sedan,,,
05/18/2016,12:45,BROOKLYN,11212,40.66827,-73.90263,"(40.66827, -73.90263)",SUTTER AVENUE                   ,JUNIUS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443992,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,17:00,QUEENS,11375,40.72162,-73.854576,"(40.72162, -73.854576)",YELLOWSTONE BOULEVARD           ,CLYDE STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3452180,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,15:25,BROOKLYN,11204,40.624092,-73.981575,"(40.624092, -73.981575)",54 STREET                       ,19 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449919,Motorcycle,4 dr sedan,,,
05/18/2016,8:10,BROOKLYN,11217,40.68037,-73.972824,"(40.68037, -73.972824)",,,528       BERGEN STREET                 ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing Too Closely,,,,3444021,Station Wagon/Sport Utility Vehicle,Bike,,,
05/18/2016,22:30,BRONX,10452,40.830143,-73.92858,"(40.830143, -73.92858)",ANDERSON AVENUE                 ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,3449113,4 dr sedan,,,,
05/18/2016,16:00,QUEENS,11355,40.75539,-73.828285,"(40.75539, -73.828285)",MAPLE AVENUE                    ,MAIN STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3444548,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,10:15,BRONX,10459,40.821068,-73.89894,"(40.821068, -73.89894)",EAST 163 STREET                 ,EAST 162 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3448934,PK,Box Truck,,,
05/18/2016,21:25,,,,,,BELT PARKWAY                    ,SHORE ROAD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3450108,Pick-up Truck,Taxi,,,
05/18/2016,12:41,QUEENS,11377,40.748547,-73.89584,"(40.748547, -73.89584)",37 AVENUE                       ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3444182,4 dr sedan,,,,
05/18/2016,7:10,BROOKLYN,11216,40.676243,-73.95269,"(40.676243, -73.95269)",ROGERS AVENUE                   ,BERGEN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444011,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,22:00,BRONX,10473,40.822075,-73.84711,"(40.822075, -73.84711)",,,2253      HOMER AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3444685,4 dr sedan,,,,
05/18/2016,15:35,,,40.61443,-74.039566,"(40.61443, -74.039566)",Belt Pkwy                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3445024,4 dr sedan,4 dr sedan,,,
05/18/2016,3:00,,,,,,23 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3450366,4 dr sedan,,,,
05/18/2016,19:00,MANHATTAN,10013,40.71793,-74.00099,"(40.71793, -74.00099)",WALKER STREET                   ,LAFAYETTE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3447559,Sedan,Sedan,,,
05/18/2016,18:20,,,,,,WINDSOR PLACE                   ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3450355,4 dr sedan,,,,
05/18/2016,13:00,MANHATTAN,10165,40.752415,-73.97838,"(40.752415, -73.97838)",EAST 42 STREET                  ,VANDERBILT AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,3447941,4 dr sedan,Box Truck,,,
05/18/2016,9:45,QUEENS,11417,40.676373,-73.84701,"(40.676373, -73.84701)",90 STREET                       ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444156,Bus,2 dr sedan,,,
05/18/2016,8:52,BROOKLYN,11232,40.643147,-73.99802,"(40.643147, -73.99802)",9 AVENUE                        ,44 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449917,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,9:40,QUEENS,11385,40.704266,-73.89185,"(40.704266, -73.89185)",SHALER AVENUE                   ,65 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3451430,4 dr sedan,4 dr sedan,,,
05/18/2016,10:00,,,40.77363,-73.78476,"(40.77363, -73.78476)",Clearview Expy W                ,,,1,0,0,0,0,0,1,0,Following Too Closely,Passing or Lane Usage Improper,,,,3446458,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,17:40,QUEENS,11362,40.761497,-73.72621,"(40.761497, -73.72621)",58 AVENUE                       ,254 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3444572,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,12:00,BROOKLYN,11225,40.663483,-73.9627,"(40.663483, -73.9627)",,,450       FLATBUSH AVENUE               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3444745,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,14:20,,,,,,3 AVENUE                        ,FORDHAM PLAZA,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449362,Bus,Pick-up Truck,,,
05/18/2016,16:45,,,40.72158,-73.94167,"(40.72158, -73.94167)",Bqe                             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3445060,4 dr sedan,Tractor Truck Diesel,,,
05/18/2016,10:35,BROOKLYN,11221,40.684563,-73.93238,"(40.684563, -73.93238)",STUYVESANT AVENUE               ,HANCOCK STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444472,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,18:08,BROOKLYN,11209,40.617405,-74.03055,"(40.617405, -74.03055)",,,9243      4 AVENUE                      ,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3444431,4 dr sedan,4 dr sedan,,,
05/18/2016,22:04,MANHATTAN,10027,40.810627,-73.95828,"(40.810627, -73.95828)",AMSTERDAM AVENUE                ,WEST 122 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3448633,,,,,
05/18/2016,14:50,BROOKLYN,11232,40.66457,-73.99713,"(40.66457, -73.99713)",3 AVENUE                        ,20 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3450354,4 dr sedan,Sedan,,,
05/18/2016,14:00,BROOKLYN,11225,40.669228,-73.9556,"(40.669228, -73.9556)",BEDFORD AVENUE                  ,UNION STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3450314,4 dr sedan,Taxi,,,
05/18/2016,22:52,,,40.823914,-73.87644,"(40.823914, -73.87644)",Bruckner Expy                   ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Following Too Closely,Following Too Closely,,,3444670,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,,
05/18/2016,13:16,,,40.7861,-73.93965,"(40.7861, -73.93965)",FDR Dr                          ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3444319,Box Truck,,,,
05/18/2016,10:41,,,40.725933,-73.90073,"(40.725933, -73.90073)",Long Island Expy                ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3444544,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,16:15,,,,,,RFK BRIDGE LANE 7 BX TOLL PLAZA ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3445222,4 dr sedan,PK,,,
05/18/2016,15:00,QUEENS,11429,40.70842,-73.74969,"(40.70842, -73.74969)",,,109-27    208 STREET                    ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3444527,4 dr sedan,4 dr sedan,,,
05/18/2016,10:00,BRONX,10456,40.81924,-73.90456,"(40.81924, -73.90456)",TINTON AVENUE                   ,EAST 158 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448833,4 dr sedan,4 dr sedan,,,
05/18/2016,8:20,QUEENS,11691,40.6034,-73.74575,"(40.6034, -73.74575)",BEACH 9 STREET                  ,CORNAGA AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3444502,Station Wagon/Sport Utility Vehicle,Bike,,,
05/18/2016,17:05,BRONX,10466,40.887096,-73.86087,"(40.887096, -73.86087)",WHITE PLAINS ROAD               ,EAST 224 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3449259,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,11:40,BROOKLYN,11217,40.683758,-73.97875,"(40.683758, -73.97875)",4 AVENUE                        ,PACIFIC STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Lane Marking Improper/Inadequate,,,,3450797,Box Truck,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,6:10,,,,,,HENRY HUDSON                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3443790,4 dr sedan,4 dr sedan,,,
05/18/2016,8:56,BRONX,10463,40.88027,-73.90613,"(40.88027, -73.90613)",NAPLES TERRACE                  ,KINGSBRIDGE AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3444387,4 dr sedan,4 dr sedan,,,
05/18/2016,22:35,MANHATTAN,10018,40.754177,-73.984604,"(40.754177, -73.984604)",AVENUE OF THE AMERICAS          ,WEST 41 STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3447949,Bike,4 dr sedan,,,
05/18/2016,19:05,BRONX,10461,40.84602,-73.851395,"(40.84602, -73.851395)",PIERCE AVENUE                   ,LURTING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449453,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,19:25,,,40.760616,-73.83879,"(40.760616, -73.83879)",Van Wyck Expy                   ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3444586,2 dr sedan,Tow Truck / Wrecker,,,
05/18/2016,16:20,,,,,,STATEN ISLAND EXPRESSWAY        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,Unspecified,,,3445164,Station Wagon/Sport Utility Vehicle,4 dr sedan,Station Wagon/Sport Utility Vehicle,,
05/18/2016,18:18,BRONX,10465,40.81866,-73.81812,"(40.81866, -73.81812)",MILES AVENUE                    ,REVERE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449173,4 dr sedan,4 dr sedan,,,
05/18/2016,20:16,QUEENS,11423,40.709103,-73.77606,"(40.709103, -73.77606)",JAMAICA AVENUE                  ,184 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3451344,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/18/2016,8:00,,,40.71489,-73.97621,"(40.71489, -73.97621)",Williamsburg Bridge             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444292,4 dr sedan,4 dr sedan,,,
05/18/2016,17:00,,,40.843464,-73.89286,"(40.843464, -73.89286)",CROTONA AVENUE                  ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Passing or Lane Usage Improper,,,,3449364,4 dr sedan,4 dr sedan,,,
05/18/2016,0:00,MANHATTAN,10032,40.840485,-73.93837,"(40.840485, -73.93837)",AUDUBON AVENUE                  ,WEST 168 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448734,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,17:59,BROOKLYN,11238,40.685898,-73.95663,"(40.685898, -73.95663)",,,387       FRANKLIN AVENUE               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3444446,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,14:35,,,40.74381,-73.97157,"(40.74381, -73.97157)",FDR Dr N                        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3444318,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,5:45,BROOKLYN,11208,,,,atlantic ave                    ,logan st,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3450500,4 dr sedan,4 dr sedan,,,
05/18/2016,21:30,QUEENS,11385,40.702995,-73.91107,"(40.702995, -73.91107)",CYPRESS AVENUE                  ,GROVE STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3451434,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,11:24,,,40.60562,-74.08594,"(40.60562, -74.08594)",,,WESER AVENUE                            ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3444857,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,15:19,,,40.889114,-73.88925,"(40.889114, -73.88925)",Major Deegan Expy               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444373,Tractor Truck Diesel,4 dr sedan,,,
05/18/2016,1:32,QUEENS,11358,40.75792,-73.78529,"(40.75792, -73.78529)",,,196-52    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3444565,4 dr sedan,,,,
05/18/2016,12:52,QUEENS,11420,40.696033,-73.98453,"(40.696033, -73.98453)",NORTH CONDUIT AVENUE            ,150 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,3451657,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,7:20,MANHATTAN,10027,40.812725,-73.94931,"(40.812725, -73.94931)",8 AVENUE                        ,WEST 129 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3443806,Bus,Bike,,,
05/18/2016,14:26,BROOKLYN,11206,40.695377,-73.94921,"(40.695377, -73.94921)",MARCY AVENUE                    ,MYRTLE AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3450805,4 dr sedan,4 dr sedan,,,
05/18/2016,18:40,QUEENS,11375,40.720066,-73.84086,"(40.720066, -73.84086)",QUEENS BOULEVARD                ,72 ROAD,,1,0,0,0,0,0,1,0,Unspecified,,,,,3444575,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,16:30,,,40.68432,-73.967064,"(40.68432, -73.967064)",,,CLINTON AVENUE                          ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444490,Station Wagon/Sport Utility Vehicle,Van,,,
05/18/2016,9:28,BROOKLYN,11235,40.58317,-73.953445,"(40.58317, -73.953445)",EAST 15 STREET                  ,EMMONS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449658,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,10:50,MANHATTAN,10040,40.85854,-73.92962,"(40.85854, -73.92962)",,,35        HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444344,Box Truck,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,12:40,BROOKLYN,11206,40.692142,-73.94566,"(40.692142, -73.94566)",,,207       TOMPKINS AVENUE               ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444445,Pick-up Truck,4 dr sedan,,,
05/18/2016,7:40,BRONX,10469,40.877728,-73.85928,"(40.877728, -73.85928)",EAST 213 STREET                 ,BRONXWOOD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449301,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,14:56,MANHATTAN,10011,40.748528,-74.00413,"(40.748528, -74.00413)",,,500       WEST 24 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3445558,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/18/2016,13:56,QUEENS,11354,40.769722,-73.83473,"(40.769722, -73.83473)",,,30-25     STRATTON STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3444546,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,8:00,MANHATTAN,10031,40.82309,-73.956345,"(40.82309, -73.956345)",WEST 138 STREET                 ,12 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3448676,4 dr sedan,,,,
05/18/2016,21:10,MANHATTAN,10035,40.802666,-73.93868,"(40.802666, -73.93868)",,,2010      LEXINGTON AVENUE              ,1,0,1,0,0,0,0,0,Unspecified,,,,,3455332,4 dr sedan,,,,
05/18/2016,9:50,,,40.69168,-73.99965,"(40.69168, -73.99965)",ATLANTIC AVENUE                 ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing Too Closely,,,,3450648,Tractor Truck Diesel,Sedan,,,
05/18/2016,9:00,BROOKLYN,11239,,,,,,786       LOUISIANA AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3456218,4 dr sedan,,,,
05/18/2016,1:00,,,40.84481,-73.92579,"(40.84481, -73.92579)",Cross Bronx Expy                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3443879,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,15:52,BROOKLYN,11207,,,,HIGHLAND BOULEVARD              ,BUSHWICK AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3450534,4 dr sedan,4 dr sedan,,,
05/18/2016,11:30,BROOKLYN,11226,40.85894,-73.922935,"(40.85894, -73.922935)",,,1700      ALBEMARLE ROAD                ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3448775,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/18/2016,17:50,,,40.748035,-73.969635,"(40.748035, -73.969635)",Queens Midtown Tunnel           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444320,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,17:05,BROOKLYN,11229,40.60974,-73.94468,"(40.60974, -73.94468)",QUENTIN ROAD                    ,EAST 29 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3449671,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,21:40,MANHATTAN,10017,40.752693,-73.97305,"(40.752693, -73.97305)",EAST 45 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3448035,PK,4 dr sedan,,,
05/18/2016,13:05,MANHATTAN,10011,40.734688,-73.99998,"(40.734688, -73.99998)",GREENWICH AVENUE                ,WEST 10 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3447627,4 dr sedan,4 dr sedan,,,
05/18/2016,19:00,,,40.7681,-73.90512,"(40.7681, -73.90512)",Grand Central Pkwy              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444559,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,17:00,MANHATTAN,10034,40.865643,-73.91992,"(40.865643, -73.91992)",,,542       WEST 207 STREET               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3445868,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
