CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/18/2016,15:00,,,40.7681,-73.90512,"(40.7681, -73.90512)",Grand Central Pkwy              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444535,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,18:40,BROOKLYN,11208,40.672665,-73.86644,"(40.672665, -73.86644)",,,675       LINCOLN AVENUE                ,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3445922,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,13:40,MANHATTAN,10010,40.74223,-73.9933,"(40.74223, -73.9933)",WEST 22 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3443746,4 dr sedan,4 dr sedan,,,
05/18/2016,8:30,BRONX,10470,40.89608,-73.86692,"(40.89608, -73.86692)",EAST 233 STREET                 ,KATONAH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3449257,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,12:30,QUEENS,11373,40.73599,-73.86551,"(40.73599, -73.86551)",JUNCTION BOULEVARD              ,58 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3452039,4 dr sedan,4 dr sedan,,,
05/18/2016,19:45,BROOKLYN,11216,40.687084,-73.956154,"(40.687084, -73.956154)",,,153       LEXINGTON AVENUE              ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3444447,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,23:50,BROOKLYN,11203,40.653206,-73.94024,"(40.653206, -73.94024)",LINDEN BOULEVARD                ,EAST 40 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3450028,4 dr sedan,4 dr sedan,Station Wagon/Sport Utility Vehicle,,
05/18/2016,12:20,BROOKLYN,11211,40.708565,-73.95833,"(40.708565, -73.95833)",,,292       BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3445078,4 dr sedan,Bus,,,
05/18/2016,20:50,MANHATTAN,10027,40.813374,-73.956276,"(40.813374, -73.956276)",AMSTERDAM AVENUE                ,WEST 125 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3448632,Garbage or Refuse,4 dr sedan,,,
05/18/2016,15:58,,,,,,,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3446182,4 dr sedan,4 dr sedan,,,
05/18/2016,16:00,BROOKLYN,11201,40.695908,-73.98322,"(40.695908, -73.98322)",TILLARY STREET                  ,GOLD STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3450970,4 dr sedan,2 dr sedan,,,
05/18/2016,12:30,BRONX,10471,40.894962,-73.89661,"(40.894962, -73.89661)",,,6151      BROADWAY                      ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3444386,4 dr sedan,Bus,,,
05/18/2016,13:49,MANHATTAN,10128,40.780064,-73.94705,"(40.780064, -73.94705)",1 AVENUE                        ,EAST 91 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448303,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,14:40,,,40.787045,-73.811714,"(40.787045, -73.811714)",Cross Island Pkwy               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444148,4 dr sedan,4 dr sedan,,,
05/18/2016,7:00,QUEENS,11691,40.6034,-73.74575,"(40.6034, -73.74575)",BEACH 9 STREET                  ,CORNAGA AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3451224,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,15:30,QUEENS,11420,40.681503,-73.81782,"(40.681503, -73.81782)",111 AVENUE                      ,123 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3451655,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,16:50,QUEENS,11691,40.611202,-73.74538,"(40.611202, -73.74538)",BRUNSWICK AVENUE                ,CITY LINE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3451227,4 dr sedan,4 dr sedan,,,
05/18/2016,21:00,QUEENS,11358,40.760098,-73.80283,"(40.760098, -73.80283)",,,163-19    SANFORD AVENUE                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444555,Sedan,4 dr sedan,,,
05/18/2016,20:00,QUEENS,11413,40.665604,-73.757965,"(40.665604, -73.757965)",,,219-10    SOUTH CONDUIT AVENUE          ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3444526,4 dr sedan,4 dr sedan,,,
05/18/2016,12:50,,,40.84481,-73.92579,"(40.84481, -73.92579)",Cross Bronx Expy                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3445280,2 dr sedan,4 dr sedan,,,
05/18/2016,10:22,,,40.8059,-73.92523,"(40.8059, -73.92523)",WILLIS AVENUE                   ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3448832,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
05/18/2016,11:45,,,40.7681,-73.90512,"(40.7681, -73.90512)",Grand Central Pkwy              ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3445158,4 dr sedan,Pick-up Truck,,,
05/18/2016,8:30,BROOKLYN,11232,40.65711,-74.00152,"(40.65711, -74.00152)",4 AVENUE                        ,31 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3443982,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,15:15,BRONX,10475,40.870014,-73.832436,"(40.870014, -73.832436)",BAYCHESTER AVENUE               ,ALDRICH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449170,Bus,Bus,,,
05/18/2016,0:10,BROOKLYN,11211,40.712524,-73.962555,"(40.712524, -73.962555)",SOUTH 3 STREET                  ,BEDFORD AVENUE,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3444072,Taxi,,,,
05/18/2016,14:40,,,40.852245,-73.87179,"(40.852245, -73.87179)",Ramp                            ,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,3444392,4 dr sedan,,,,
05/18/2016,9:18,QUEENS,11101,40.741135,-73.95349,"(40.741135, -73.95349)",,,10-40     BORDEN AVENUE                 ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3444180,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,13:00,,,40.72895,-73.97182,"(40.72895, -73.97182)",Franklin D Roosevelt Dr         ,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3444279,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,18:00,BROOKLYN,11203,40.653324,-73.93829,"(40.653324, -73.93829)",LINDEN BOULEVARD                ,EAST 42 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3449989,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,9:10,,,,,,henry hudson parkway            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444385,4 dr sedan,4 dr sedan,,,
05/18/2016,18:45,QUEENS,11101,40.753998,-73.94244,"(40.753998, -73.94244)",21 STREET                       ,41 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444591,4 dr sedan,4 dr sedan,,,
05/18/2016,15:14,QUEENS,11368,40.740887,-73.85582,"(40.740887, -73.85582)",MARTENSE AVENUE                 ,104 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3452040,4 dr sedan,,,,
05/18/2016,22:30,QUEENS,11377,40.746334,-73.89633,"(40.746334, -73.89633)",69 STREET                       ,ROOSEVELT AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3451832,,,,,
05/18/2016,15:55,MANHATTAN,10032,40.83383,-73.94242,"(40.83383, -73.94242)",,,520       WEST 158 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3445236,Box Truck,4 dr sedan,4 dr sedan,,
05/18/2016,11:30,BROOKLYN,11221,40.690353,-73.923584,"(40.690353, -73.923584)",,,1318      BROADWAY                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3444471,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,13:10,MANHATTAN,10001,40.741863,-73.99765,"(40.741863, -73.99765)",7th Ave                         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3444631,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,11:00,BROOKLYN,11222,40.724533,-73.94626,"(40.724533, -73.94626)",,,61        DIAMOND STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444494,Taxi,4 dr sedan,,,
05/18/2016,12:20,MANHATTAN,10035,40.80641,-73.94227,"(40.80641, -73.94227)",5 AVENUE                        ,EAST 125 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3448582,Station Wagon/Sport Utility Vehicle,Tanker,,,
05/18/2016,18:30,MANHATTAN,10036,40.76008,-73.988594,"(40.76008, -73.988594)",,,313       WEST 46 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3445203,Taxi,Taxi,,,
05/18/2016,17:10,BROOKLYN,11229,40.60954,-73.956505,"(40.60954, -73.956505)",EAST 17 STREET                  ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449672,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,19:00,MANHATTAN,10010,40.73883,-73.983154,"(40.73883, -73.983154)",EAST 23 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3447889,Taxi,Bike,,,
05/18/2016,15:40,QUEENS,11385,40.707607,-73.90763,"(40.707607, -73.90763)",Menahan St                      ,Fairview Avenue,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3451431,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,23:48,QUEENS,11368,40.759727,-73.8455,"(40.759727, -73.8455)",126 STREET                      ,34 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3452042,4 dr sedan,PK,,,
05/18/2016,23:30,BROOKLYN,11208,40.6645,-73.88104,"(40.6645, -73.88104)",HEGEMAN AVENUE                  ,CLEVELAND STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3450509,4 dr sedan,4 dr sedan,,,
05/18/2016,19:25,MANHATTAN,10016,40.74309,-73.97402,"(40.74309, -73.97402)",EAST 33 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3462589,Taxi,4 dr sedan,,,
05/18/2016,16:00,,,40.725933,-73.90073,"(40.725933, -73.90073)",Long Island Expy                ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3444208,4 dr sedan,4 dr sedan,,,
05/18/2016,5:45,QUEENS,11377,40.752563,-73.90526,"(40.752563, -73.90526)",BROADWAY                        ,56 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444178,4 dr sedan,4 dr sedan,,,
05/18/2016,10:05,QUEENS,11101,40.751602,-73.93384,"(40.751602, -73.93384)",31 STREET                       ,40 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3444253,Station Wagon/Sport Utility Vehicle,Bike,,,
05/18/2016,12:30,,,,,,WEST 41 STREET                  ,GALVIN AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3447774,4 dr sedan,4 dr sedan,,,
05/18/2016,17:00,BRONX,10467,40.87434,-73.86928,"(40.87434, -73.86928)",,,3353      BARKER AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,3452100,4 dr sedan,4 dr sedan,,,
05/18/2016,1:00,QUEENS,11414,40.659172,-73.839874,"(40.659172, -73.839874)",CROSS BAY BOULEVARD             ,159 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444155,4 dr sedan,4 dr sedan,,,
05/18/2016,18:00,MANHATTAN,10010,40.7429,-73.99281,"(40.7429, -73.99281)",AVENUE OF THE AMERICAS          ,WEST 23 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3447887,4 dr sedan,Bike,,,
05/18/2016,8:15,,,40.836605,-73.93931,"(40.836605, -73.93931)",WEST 163 STREET                 ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3448729,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,17:43,,,40.844917,-73.926384,"(40.844917, -73.926384)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3444688,Tractor Truck Diesel,Tractor Truck Diesel,,,
05/18/2016,12:59,,,40.84009,-73.88036,"(40.84009, -73.88036)",EAST TREMONT AVENUE             ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3449360,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,14:30,BROOKLYN,11206,40.700108,-73.95383,"(40.700108, -73.95383)",WALLABOUT STREET                ,LEE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3451077,Station Wagon/Sport Utility Vehicle,Dump,,,
05/18/2016,10:25,MANHATTAN,10026,40.80662,-73.9566,"(40.80662, -73.9566)",,,370       WEST 118 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3445229,4 dr sedan,,,,
05/18/2016,21:00,MANHATTAN,10013,40.717594,-73.99634,"(40.717594, -73.99634)",HESTER STREET                   ,ELIZABETH STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3447560,4 dr sedan,2 dr sedan,,,
05/18/2016,11:55,BROOKLYN,11206,40.698902,-73.93518,"(40.698902, -73.93518)",,,578       BUSHWICK AVENUE               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3445393,Box Truck,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,6:47,QUEENS,11434,40.667713,-73.77792,"(40.667713, -73.77792)",NORTH CONDUIT AVENUE            ,157 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3444242,TRAIL,Box Truck,,,
05/18/2016,9:00,,,,,,FDR-Roosevelt Drive             ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3444628,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,15:00,MANHATTAN,10010,40.737617,-73.98028,"(40.737617, -73.98028)",,,317       EAST 23 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444632,Bus,4 dr sedan,,,
05/18/2016,8:30,,,40.755356,-73.977425,"(40.755356, -73.977425)",MADISON AVENUE                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Other Vehicular,,,,3448176,4 dr sedan,4 dr sedan,,,
05/18/2016,13:20,,,40.695995,-73.96742,"(40.695995, -73.96742)",,,PARK AVENUE                             ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3444492,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,12:45,QUEENS,11422,40.65293,-73.73205,"(40.65293, -73.73205)",149 AVENUE                      ,257 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3451510,4 dr sedan,Motorcycle,,,
05/18/2016,16:36,,,,,,N/B FDR DRIVE EXIT RAMP         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444280,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,15:50,MANHATTAN,10006,40.708485,-74.01518,"(40.708485, -74.01518)",WEST STREET                     ,RECTOR STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3447464,4 dr sedan,4 dr sedan,,,
05/18/2016,16:28,BRONX,10472,40.83136,-73.86816,"(40.83136, -73.86816)",COMMONWLTH AVENUE               ,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449023,Sedan,Sedan,,,
05/18/2016,9:30,QUEENS,11101,40.739273,-73.933716,"(40.739273, -73.933716)",32 PLACE                        ,HUNTERS POINT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444181,Pick-up Truck,Tractor Truck Diesel,,,
05/18/2016,16:18,STATEN ISLAND,10305,40.597343,-74.07097,"(40.597343, -74.07097)",MCFARLAND AVENUE                ,SAND LANE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3444611,4 dr sedan,,,,
05/18/2016,21:20,BRONX,10459,40.635,-74.138,"(40.635, -74.138)",,,1086      SIMPSON STREET                ,1,0,1,0,0,0,0,0,,,,,,3447163,4 dr sedan,,,,
05/18/2016,20:00,QUEENS,11419,40.690838,-73.822876,"(40.690838, -73.822876)",101 AVENUE                      ,123 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3451262,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,7:50,BROOKLYN,11216,40.677025,-73.95268,"(40.677025, -73.95268)",BEDFORD AVENUE                  ,DEAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444009,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,14:20,BROOKLYN,11214,40.605923,-74.00404,"(40.605923, -74.00404)",,,8681      18 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3444397,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,15:24,BROOKLYN,11226,40.643772,-73.958755,"(40.643772, -73.958755)",EAST 21 STREET                  ,CORTELYOU ROAD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3450213,4 dr sedan,4 dr sedan,,,
05/18/2016,17:00,QUEENS,11420,40.665943,-73.81662,"(40.665943, -73.81662)",NORTH CONDUIT AVENUE            ,150 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3451656,4 dr sedan,4 dr sedan,,,
05/18/2016,16:00,BROOKLYN,11249,40.699482,-73.96104,"(40.699482, -73.96104)",KENT AVENUE                     ,RUTLEDGE STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3451078,4 dr sedan,Tractor Truck Diesel,,,
05/18/2016,11:30,STATEN ISLAND,10306,,,,,,2562      HYLAN BLVD                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3444616,4 dr sedan,4 dr sedan,,,
05/18/2016,17:00,,,40.7681,-73.90512,"(40.7681, -73.90512)",Grand Central Pkwy              ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3620794,4 dr sedan,4 dr sedan,,,
05/18/2016,20:15,MANHATTAN,10003,40.729713,-73.98844,"(40.729713, -73.98844)",,,229       EAST 9 STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3470265,4 dr sedan,4 dr sedan,,,
05/18/2016,7:15,QUEENS,11361,40.75854,-73.77613,"(40.75854, -73.77613)",,,207-26    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444566,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,11:00,STATEN ISLAND,10309,40.516457,-74.196884,"(40.516457, -74.196884)",,,392       SEGUINE AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3444620,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,19:41,BRONX,10455,40.815697,-73.91678,"(40.815697, -73.91678)",EAST 149 STREET                 ,BERGEN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3448829,4 dr sedan,,,,
05/18/2016,23:09,,,,,,,,NARROWS ROAD SOUTH                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3444615,4 dr sedan,4 dr sedan,,,
05/18/2016,5:10,QUEENS,11420,40.679035,-73.812454,"(40.679035, -73.812454)",,,127-02    115 AVENUE                    ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3444794,Station Wagon/Sport Utility Vehicle,2 dr sedan,,,
05/18/2016,22:29,BROOKLYN,11235,40.587414,-73.938416,"(40.587414, -73.938416)",VOORHIES AVENUE                 ,HARING STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,3449681,4 dr sedan,Sedan,4 dr sedan,4 dr sedan,Pick-up Truck
05/18/2016,16:07,QUEENS,11365,40.740425,-73.77579,"(40.740425, -73.77579)",,,197-70E   PECK AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3444532,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/18/2016,14:48,BROOKLYN,11231,40.672226,-74.01101,"(40.672226, -74.01101)",BEARD STREET                    ,OTSEGO STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3450652,4 dr sedan,UNKNO,,,
05/18/2016,18:00,MANHATTAN,10019,40.761093,-73.98327,"(40.761093, -73.98327)",7 AVENUE                        ,WEST 50 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3448165,4 dr sedan,Bus,,,
05/18/2016,9:42,BROOKLYN,11213,40.668797,-73.93113,"(40.668797, -73.93113)",UTICA AVENUE                    ,EASTERN PARKWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3450704,4 dr sedan,4 dr sedan,,,
05/18/2016,21:30,QUEENS,11432,40.71512,-73.77358,"(40.71512, -73.77358)",188 STREET                      ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3451345,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,11:19,,,40.80563,-73.92537,"(40.80563, -73.92537)",Willis Ave Bridge               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3444350,4 dr sedan,Tractor Truck Diesel,,,
05/18/2016,18:15,,,40.68092,-74.00511,"(40.68092, -74.00511)",Hugh L Carey Tunnel             ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3445548,Station Wagon/Sport Utility Vehicle,Taxi,,,
05/18/2016,14:23,MANHATTAN,10001,40.752052,-74.000984,"(40.752052, -74.000984)",WEST 30 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3447787,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,13:45,BRONX,10469,40.869915,-73.845184,"(40.869915, -73.845184)",DEWITT PLACE                    ,EAST GUN HILL ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449456,4 dr sedan,4 dr sedan,,,
05/18/2016,21:50,,,40.68708,-73.913895,"(40.68708, -73.913895)",,,BUSHWICK AVENUE                         ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3444751,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,10:40,BROOKLYN,11226,40.644657,-73.95664,"(40.644657, -73.95664)",EAST 22 STREET                  ,BEVERLEY ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3450221,Station Wagon/Sport Utility Vehicle,UNKNO,,,
05/18/2016,12:35,,,40.76187,-73.83898,"(40.76187, -73.83898)",Whitestone Expy                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,3444545,Chassis Cab,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,8:40,,,,,,HUTCHINSON RIVER PARKWAY        ,STILLWELL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449449,Station Wagon/Sport Utility Vehicle,,,,
05/18/2016,16:48,QUEENS,11416,40.683662,-73.85643,"(40.683662, -73.85643)",ROCKAWAY BOULEVARD              ,DIGBY PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3451260,Pick-up Truck,Taxi,,,
05/18/2016,12:00,MANHATTAN,10018,40.757668,-73.99483,"(40.757668, -73.99483)",WEST 40 STREET                  ,DYER AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3447777,Carry All,Box Truck,,,
05/18/2016,13:30,MANHATTAN,10038,40.709503,-74.00167,"(40.709503, -74.00167)",PEARL STREET                    ,FRANKFORT STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3447454,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
05/18/2016,19:15,MANHATTAN,10005,40.706142,-74.00603,"(40.706142, -74.00603)",MAIDEN LANE                     ,WATER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3447467,4 dr sedan,4 dr sedan,,,
05/18/2016,11:45,QUEENS,11413,40.675884,-73.75577,"(40.675884, -73.75577)",SPRINGFIELD BOULEVARD           ,EAST GATE PLAZA,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3444582,Motorcycle,4 dr sedan,,,
05/18/2016,10:15,MANHATTAN,10011,40.745823,-74.001816,"(40.745823, -74.001816)",9 AVENUE                        ,WEST 22 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,3447772,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
05/18/2016,10:20,BROOKLYN,11229,40.605286,-73.94085,"(40.605286, -73.94085)",AVENUE S                        ,BROWN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3449723,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
